room_id;host_id;room_type;district;district-name;neighbourhood_group;reviews;review_scores_rating;review_scores_overall_satisfaction;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;accommodates;bedrooms;price;minstay;latitude;longitude
6235214;31080162;Private room;7;Neubau;704;8;4;4.7;3.5;4.4;3.7;3.7;4.3;2;1;32;2;48.203871;16.338101
5418530;28091107;Entire home/apt;2;Leopoldstadt;203;0;2.4;4.4;3.1;4.8;4.9;4.6;4;;2;226;3;48.225602;16.369409
455314;2262994;Entire home/apt;15;Rudolfsheim-Fuenfhaus;1502;190;4.1;3.5;4.6;4.2;4.9;4.6;3;4;1;78;3;48.198227;16.33781
1857818;874937;Entire home/apt;3;Landstrasse;303;65;4.4;3.5;3.3;4.2;3.8;4.3;4.3;4;2;147;2;48.197796;16.379271
292457;1235709;Entire home/apt;12;Meidling;1206;15;3.7;4.9;4.6;5;4.9;4.1;3.5;;1;85;2;48.178198;16.326171
6230104;32322456;Private room;8;Josefstadt;803;0;4.9;3.6;3.8;4.7;4.5;4.9;5;1;1;17;1;48.210289;16.343038
404083;2015270;Entire home/apt;2;Leopoldstadt;206;69;3.5;4.2;2.5;4.7;5;3.9;3.9;3;1;73;2;48.217513;16.399064
1158884;6350321;Private room;8;Josefstadt;802;10;4.2;3.7;4.5;4.1;4.9;4.9;4;2;1;51;2;48.209402;16.344188
4221698;21910125;Entire home/apt;7;Neubau;701;2;3.7;4.5;3.6;4.6;3.9;4.6;5;2;1;79;5;48.204035;16.354647
2025321;5857639;Entire home/apt;5;Margareten;504;2;2.5;4.7;4.3;4;4.1;5;4;;3;55;3;48.187283;16.34582
943280;1547126;Entire home/apt;2;Leopoldstadt;205;132;3.7;4.9;2.8;4.3;3.8;4;3.3;;2;113;1;48.213894;16.382389
2323577;1896134;Entire home/apt;3;Landstrasse;305;17;2.9;5;3;4.9;4.7;4.8;4.2;2;1;85;3;48.19373;16.387713
7196685;37480787;Entire home/apt;7;Neubau;704;0;2.9;4.6;5;4.6;4.9;4.7;5;4;1;78;1;48.20363;16.340755
6355819;7641692;Entire home/apt;20;Brigittenau;2003;1;2.6;3.6;2.5;4.8;4.6;4.7;3.3;4;1;90;1;48.229411;16.375012
6471195;15490741;Entire home/apt;3;Landstrasse;309;3;2.2;3.9;4.9;4.9;4.7;4.4;4;5;3;147;3;48.19953;16.390614
6281436;3183302;Entire home/apt;13;Hietzing;1302;0;3.8;4.4;4.1;4.2;3.6;3.7;3.2;;4;220;1;48.185083;16.283093
2364579;12078026;Private room;10;Favoriten;1019;13;4.1;4.2;3.1;4.1;3.5;4.8;3.3;2;1;38;2;48.143834;16.385312
6301715;15846713;Entire home/apt;2;Leopoldstadt;205;3;3.2;3.8;3.7;4.7;4.9;3.6;3.8;2;1;67;2;48.212951;16.391415
4102585;2385721;Private room;3;Landstrasse;309;5;2.9;4.5;4.1;4.2;3.7;4.8;4.8;2;1;44;2;48.19987;16.386126
846477;4429102;Entire home/apt;5;Margareten;502;1;3.4;3.8;3.8;4.4;3.7;4.9;4.9;4;1;90;4;48.181038;16.352956
306512;1436695;Entire home/apt;17;Hernals;1702;18;3.3;3.6;3.6;4.6;4.9;4.9;4.8;;2;121;3;48.215815;16.33818
194427;195857;Private room;4;Wieden;402;7;4.4;5;3.7;4.3;4.2;4.1;4.3;2;1;45;1;48.190591;16.378524
4166629;893237;Entire home/apt;18;Waehring;1803;0;3.8;4.1;3;5;4;4.3;4.8;3;1;45;1;48.223653;16.344456
1293674;7033972;Entire home/apt;17;Hernals;1702;4;4.9;4;4.2;4;3.6;4.9;4.9;2;1;62;7;48.215723;16.333711
4944692;14805959;Entire home/apt;17;Hernals;1703;0;3.2;4.3;4.4;4.9;4.9;3.6;3.6;2;2;54;3;48.220757;16.322418
6287991;26425420;Entire home/apt;9;Alsergrund;904;2;4.7;3.8;4.3;4.9;3.9;4;4.5;3;2;67;3;48.22723;16.349846
1461227;185765;Entire home/apt;3;Landstrasse;304;0;4.1;4.6;2.8;4.1;3.8;4.8;4.7;4;1;96;5;48.191201;16.384877
6252798;8042711;Entire home/apt;12;Meidling;1203;0;2;4.5;3.7;4.8;4.5;4.3;4.1;2;1;44;;48.175452;16.337137
3408439;4493026;Private room;5;Margareten;503;5;2.5;3.6;3.3;4.5;3.6;4.2;4.6;2;1;45;2;48.186249;16.359131
4370040;8632750;Entire home/apt;18;Waehring;1802;2;4.9;4.8;2.9;4.5;4.4;4.8;5;2;1;134;3;48.228218;16.345625
7333739;741649;Entire home/apt;1;Innere Stadt;105;0;2.3;3.9;4.4;4.3;4.6;5;4;2;1;90;2;48.214297;16.371949
4048969;20995494;Entire home/apt;7;Neubau;704;13;2.1;4.7;3.3;4.4;4.9;3.9;5;3;1;76;2;48.202514;16.339655
2731581;13980373;Private room;3;Landstrasse;304;0;2;4.9;4.3;4.3;5;4.8;4.9;4;1;32;1;48.192444;16.387883
5932302;4304771;Entire home/apt;20;Brigittenau;2002;0;2.8;5;4.3;4.6;4.4;4.5;4.3;4;1;72;14;48.233266;16.38817
5257593;9049003;Entire home/apt;3;Landstrasse;309;21;3.3;4.5;4.1;4.4;4.3;3.8;4.5;;2;124;2;48.20144;16.390418
781368;1457076;Entire home/apt;2;Leopoldstadt;203;15;4.6;4.3;2.8;5;3.5;4.1;3.2;3;1;85;3;48.221681;16.371854
2091683;7447053;Entire home/apt;6;Mariahilf;603;2;3.1;4.7;3.3;4.8;3.6;4.8;4.9;3;1;56;;48.192052;16.345601
3388654;2414813;Entire home/apt;3;Landstrasse;301;9;2.9;3.7;4.9;4.3;5;4.4;4.7;;3;181;;48.209727;16.391724
5912404;4164884;Entire home/apt;2;Leopoldstadt;201;7;4.9;3.9;4.3;4.5;4.4;4.1;3.2;2;0;56;1;48.226453;16.400549
6762728;35403534;Private room;5;Margareten;502;0;2.1;4.7;4.2;4.7;3.5;4.9;4.3;3;1;28;2;48.183702;16.355141
6721379;10327965;Shared room;16;Ottakring;1605;4;2.8;4.3;4.8;4.8;3.7;4.9;4.5;1;1;21;1;48.219549;16.317923
6090611;31608059;Private room;12;Meidling;1202;2;4.6;3.8;3.4;5;3.5;5;4.7;2;1;32;1;48.179898;16.346561
2091157;1651453;Entire home/apt;15;Rudolfsheim-Fuenfhaus;1502;14;4.7;4.4;3.8;4.5;3.5;3.8;3.3;2;1;71;3;48.198117;16.335284
7138981;34020856;Entire home/apt;1;Innere Stadt;106;0;2.7;3.9;2.9;4.2;4.7;3.9;4.8;3;1;157;1;48.211779;16.367732
467010;1491427;Private room;10;Favoriten;1023;0;3.2;4.6;4.7;4.3;4.4;4.8;4.6;2;1;56;1;48.169493;16.388926
4293333;22287845;Entire home/apt;17;Hernals;1701;2;3.1;4.3;4.9;4.4;4.2;3.9;5;5;2;96;2;48.22183;16.334951
4202331;21800362;Entire home/apt;3;Landstrasse;301;4;2.7;5;3;4.8;4.4;3.9;5;4;1;96;5;48.207227;16.389865
4723192;24395737;Entire home/apt;6;Mariahilf;602;1;5;4.1;4.1;4.9;4.3;4.7;4.6;;2;181;4;48.19042;16.347368
4620789;23853288;Private room;15;Rudolfsheim-Fuenfhaus;1501;10;2;3.7;4.1;4.2;4.2;4.9;4.3;2;1;45;1;48.200922;16.325139
5020681;15884441;Entire home/apt;2;Leopoldstadt;204;2;2.7;4.7;2.8;5;3.7;4.9;4.2;4;1;90;1;48.219761;16.380606
5199899;23938621;Entire home/apt;1;Innere Stadt;101;37;4.4;3.9;4.5;4.4;3.6;4;4.3;2;1;77;1;48.208285;16.371969
3158751;4002638;Entire home/apt;3;Landstrasse;301;20;3.8;4.8;4;4.9;4.9;3.5;4.2;4;2;113;3;48.211726;16.391693
2701174;13822261;Entire home/apt;2;Leopoldstadt;208;3;4.3;3.5;4.9;4.4;5;3.6;4.6;2;1;55;3;48.194221;16.448445
1981276;10224269;Entire home/apt;2;Leopoldstadt;203;0;2.9;4.7;4;4.3;4.6;3.6;4.3;;2;113;25;48.221978;16.374282
6991779;36656274;Entire home/apt;15;Rudolfsheim-Fuenfhaus;1501;1;4.1;3.8;2.9;4;3.9;4.1;3.8;2;1;50;4;48.202592;16.33695
1149397;1441217;Entire home/apt;6;Mariahilf;602;50;4.6;4.5;4.3;4.3;4.7;3.6;4.4;2;1;51;2;48.195077;16.350856
1505876;3298645;Entire home/apt;4;Wieden;401;7;4.7;4.3;3.5;4;5;3.6;4.3;4;2;56;2;48.198839;16.364898
3433304;17302788;Entire home/apt;8;Josefstadt;803;0;3.3;3.9;2.5;4.3;4.6;4.6;4.5;;3;45;3;48.213458;16.344148
5342668;4034068;Entire home/apt;2;Leopoldstadt;209;2;3.6;3.6;3.8;4.7;4.4;4.6;3.2;;2;112;2;48.218725;16.409675
6476007;28567943;Private room;18;Waehring;1802;0;4;5;3.2;4.2;4.8;4.4;3.3;2;1;40;1;48.229503;16.349345
6383480;33274755;Entire home/apt;15;Rudolfsheim-Fuenfhaus;1502;0;5;4;4.8;4.4;4.6;4.3;4.4;2;1;56;1;48.196812;16.326192
2592479;9240086;Entire home/apt;4;Wieden;401;6;4.6;3.7;3.5;4.7;5;3.5;4.9;;2;136;7;48.197039;16.368476
5170148;7480397;Private room;6;Mariahilf;601;1;2.8;4.8;3.4;4;4.9;3.8;5;2;1;34;2;48.199665;16.365906
5564838;28851771;Entire home/apt;6;Mariahilf;601;5;3.3;3.6;3.5;4.9;4.2;4.8;4.3;3;1;73;2;48.199503;16.365113
895755;1643928;Entire home/apt;3;Landstrasse;304;63;2.6;3.9;4.3;4.2;4.2;4;5;4;1;36;1;48.192897;16.386314
4111980;21334746;Entire home/apt;9;Alsergrund;901;2;4;4.1;4.7;4.7;4;4.4;4.2;2;1;51;4;48.227123;16.356824
6252827;20240670;Entire home/apt;15;Rudolfsheim-Fuenfhaus;1501;0;2.4;3.8;3.1;4.1;3.5;4.3;4.2;4;2;107;1;48.200862;16.327608
1460725;7787319;Entire home/apt;10;Favoriten;1006;44;2.1;3.5;5;4.1;3.6;4.2;2.1;;2;122;3;48.181107;16.36848
849252;4192982;Entire home/apt;7;Neubau;705;3;2.8;3.9;3.4;4.5;3.9;4.1;4.4;4;1;68;2;48.207314;16.339277
1372238;1151232;Entire home/apt;9;Alsergrund;903;1;2;3.6;4.1;4.3;3.6;4.7;4.1;4;1;77;2;48.216081;16.345728
5840712;3652268;Private room;7;Neubau;704;5;3;4.8;4.3;4.8;4.7;4.7;5;2;1;44;2;48.20215;16.339875
125683;624511;Entire home/apt;2;Leopoldstadt;207;24;2.7;4.7;4.2;4.4;4.6;3.6;4.5;2;1;73;2;48.218533;16.403071
7276568;19148794;Private room;15;Rudolfsheim-Fuenfhaus;1503;0;2.9;4.5;4.4;4;4;3.5;4;1;1;14;1;48.191757;16.333908
1294247;2345187;Private room;6;Mariahilf;603;0;4.5;3.8;4.3;4.6;4.9;4.3;4.6;2;1;40;3;48.194954;16.341415
6945571;2418146;Entire home/apt;2;Leopoldstadt;202;1;4.1;5;4.4;4.7;3.5;4.7;4.1;4;2;90;2;48.223639;16.384484
5678438;20344728;Private room;6;Mariahilf;603;1;3.8;4.6;2.8;4.1;5;3.6;4.3;2;1;25;4;48.194631;16.344035
6017236;175131;Entire home/apt;15;Rudolfsheim-Fuenfhaus;1504;4;2.4;4.2;5;4.8;4.9;4.9;3;;0;67;2;48.185435;16.327905
6334939;32980440;Private room;22;Donaustadt;2205;0;3.6;4.7;2.6;4.6;4.8;3.9;3.1;1;1;29;7;48.222173;16.484544
3396346;988420;Private room;3;Landstrasse;301;1;3.3;4.3;3.5;4.3;4.5;3.9;4.9;2;1;40;2;48.207951;16.392169
6564163;34262164;Private room;9;Alsergrund;904;2;4.7;3.8;4.1;4.4;3.7;4.8;4.6;2;1;45;1;48.224302;16.353058
3662918;12672968;Entire home/apt;15;Rudolfsheim-Fuenfhaus;1502;7;4.8;4.9;4.6;4.9;4.9;3.6;3.1;;2;169;;48.197708;16.327922
2294581;7391929;Entire home/apt;13;Hietzing;1301;2;5;4.3;2.9;4;4.2;5;3.5;4;1;101;2;48.181358;16.317623
6763945;9024006;Private room;4;Wieden;402;1;4.5;3.9;2.5;4;3.9;4.9;5;2;1;33;1;48.188803;16.373396
1915505;1457076;Entire home/apt;2;Leopoldstadt;203;6;3.8;4.1;4.7;4.2;4.4;3.5;3.8;2;1;85;1;48.219798;16.372611
7047405;13101577;Entire home/apt;5;Margareten;501;0;3.6;4.8;3;4.5;3.6;3.8;4.1;2;1;67;2;48.191258;16.36205
4268508;10844842;Private room;5;Margareten;501;6;2.9;3.8;3.4;4.6;4.1;4.9;4.5;2;1;34;1;48.195184;16.357922
4827919;24856828;Private room;18;Waehring;1802;0;2.8;4.3;3.3;4.6;3.8;3.6;4.4;3;1;34;1;48.229322;16.345181
6309262;31384398;Shared room;4;Wieden;403;6;2.8;4.3;4.3;4.5;4.9;5;4.2;2;1;34;1;48.188461;16.366655
1775136;1990664;Private room;1;Innere Stadt;107;22;3.6;4.4;2.8;4.5;4.1;5;4.6;2;1;90;1;48.208586;16.367746
25867;108802;Entire home/apt;16;Ottakring;1601;38;3.3;4.9;4.6;4.1;3.7;4.4;3.5;4;1;93;2;48.213224;16.327992
7505669;22726674;Entire home/apt;9;Alsergrund;905;0;3.3;4.9;3.3;4.5;4.2;4.9;5;4;1;113;1;48.215506;16.362368
5898569;21953617;Entire home/apt;5;Margareten;503;3;4.9;4.2;3.5;4.5;4.3;5;4.9;2;0;43;3;48.185834;16.355309
697998;2447783;Entire home/apt;2;Leopoldstadt;202;61;4.1;3.6;4.5;4.7;4;4.8;4.1;4;1;59;2;48.224248;16.386612
1156586;6337892;Entire home/apt;7;Neubau;701;66;4.1;4.9;3.1;4.2;4.2;4.9;4;2;1;85;3;48.205299;16.350701
730325;977695;Entire home/apt;16;Ottakring;1601;2;3.6;4.1;4.2;4;4.4;4.6;3;2;1;78;3;48.213367;16.333479
226065;1178610;Private room;7;Neubau;703;49;4.1;4;3.7;5;3.9;3.8;4.7;2;1;44;1;48.197862;16.348347
5515016;13952432;Entire home/apt;8;Josefstadt;802;12;3.2;3.5;3.7;4.7;4.6;4.2;4.3;4;0;56;3;48.21095;16.346932
6600538;34531261;Private room;19;Doebling;1908;0;2;3.7;4.4;4.8;4.3;3.7;3;2;1;56;1;48.241208;16.334315
6088561;12821114;Entire home/apt;6;Mariahilf;601;0;4.2;4.9;3.4;4.9;5;3.5;4.8;4;2;54;21;48.198985;16.357306
228596;909601;Entire home/apt;20;Brigittenau;2005;57;4.5;4.1;4.6;4.8;4.5;3.9;3.8;4;0;73;2;48.231181;16.368717
1008485;5546968;Private room;10;Favoriten;1008;37;4;3.8;3.9;4.5;3.8;4.6;4.7;2;1;30;1;48.173955;16.35384
6321183;17968231;Entire home/apt;7;Neubau;705;0;4.7;4.7;4.7;5;4.6;3.5;5;;3;237;1;48.204507;16.337626
3290405;6732035;Private room;18;Waehring;1803;0;4.7;3.7;3;4.3;4.9;3.9;4.2;1;1;29;1;48.224072;16.338851
4591266;22832372;Entire home/apt;5;Margareten;503;6;2.2;3.8;4.1;4.1;4.4;3.9;4.1;4;1;67;2;48.186742;16.354479
4980448;22711250;Entire home/apt;7;Neubau;701;6;3;5;4.3;4.4;3.5;5;4.2;4;0;115;4;48.206165;16.353142
3079701;9985293;Entire home/apt;3;Landstrasse;308;4;2.8;4.8;5;4.6;3.6;3.9;4.2;;1;78;1;48.187799;16.387824
1505452;8042711;Private room;12;Meidling;1204;0;3.4;4.6;4;4.7;4.8;3.6;3.1;1;1;33;1;48.177683;16.337214
4367662;5173039;Entire home/apt;4;Wieden;404;1;3.2;3.9;4.6;4.1;4.8;3.9;4.5;2;1;90;1;48.18952;16.371309
4026974;16703823;Entire home/apt;1;Innere Stadt;107;5;4.3;3.7;4.3;4.2;4.1;3.6;4.7;2;1;124;;48.21123;16.374041
2833087;14492986;Entire home/apt;4;Wieden;403;4;2.5;3.5;3.6;4.8;4.2;3.6;4.1;;2;107;3;48.196284;16.360834
2259666;11539013;Private room;18;Waehring;1802;0;4.2;4.4;4.7;4.8;4.2;5;5;1;1;28;1;48.227141;16.336507
980034;2786345;Shared room;21;Floridsdorf;2103;0;2.3;3.8;2.9;5;4.1;3.8;4.5;2;1;87;1;48.287012;16.427925
2227477;11367489;Entire home/apt;21;Floridsdorf;2116;1;3;4.5;2.5;4;5;4.7;4.5;;2;90;3;48.277792;16.378501
4037892;20929787;Private room;9;Alsergrund;903;7;2.3;4.9;5;4.3;3.6;4.4;4.3;2;1;34;4;48.218714;16.350903
4235010;17137466;Private room;4;Wieden;402;0;3.7;3.6;3.9;5;4.6;4.7;4.8;2;1;169;1;48.190643;16.379033
1869073;3031958;Private room;17;Hernals;1702;35;3.5;4.2;3.1;4.6;4.4;4.4;4.3;2;1;28;1;48.216366;16.33835
570239;2805424;Entire home/apt;2;Leopoldstadt;201;4;3.6;4;4.1;4.1;4.2;4.7;3.7;4;2;107;3;48.217949;16.390604
953604;801382;Entire home/apt;16;Ottakring;1610;0;3.9;3.9;4;4.7;4.3;4.4;3.8;3;1;113;1;48.209351;16.328765
6711535;4865438;Entire home/apt;12;Meidling;1206;0;2.3;4.7;4.1;4.9;4.5;4.6;4.1;4;1;67;5;48.184108;16.323877
5893343;30606542;Private room;15;Rudolfsheim-Fuenfhaus;1503;25;4.8;4.1;3.6;4.8;4.9;4.5;3.8;2;1;36;1;48.190113;16.336488
5832254;30269725;Entire home/apt;7;Neubau;701;0;2.8;4.6;4.8;4.5;4.3;4.1;4.5;2;1;282;1;48.204523;16.35265
4050599;9556855;Entire home/apt;6;Mariahilf;601;1;3.1;4.4;3.9;4.8;4.6;3.6;4.7;4;2;186;5;48.198721;16.360307
6217130;32244038;Entire home/apt;3;Landstrasse;301;1;3.9;3.5;2.8;5;4.7;4.7;4.8;3;2;147;1;48.209199;16.392431
7377409;12857232;Entire home/apt;3;Landstrasse;303;0;2.1;4.1;4.5;4;4.2;4.8;4.8;3;1;136;3;48.198918;16.381981
785313;4139979;Entire home/apt;20;Brigittenau;2003;6;3.1;4.1;3.5;4;3.6;4.9;3.3;2;2;56;6;48.230501;16.371204
2147272;756858;Entire home/apt;12;Meidling;1207;3;4.7;4.1;4.6;5;4.9;3.5;4.2;2;1;67;4;48.174069;16.318704
4893415;4135984;Entire home/apt;2;Leopoldstadt;206;6;4.1;5;3;4.2;4.2;4.1;3.6;2;1;75;2;48.202592;16.403961
7197808;37480787;Entire home/apt;7;Neubau;704;0;2.6;4.2;5;4.7;4.9;4.8;4.4;4;1;78;3;48.203046;16.339276
5379059;27878594;Entire home/apt;5;Margareten;502;4;2.1;4.3;3.7;4.8;3.6;3.8;4.1;3;1;49;1;48.183906;16.355703
3374553;15812909;Private room;8;Josefstadt;802;0;2.6;4.4;4.1;4.4;4.7;4.6;4.6;1;1;56;1;48.210909;16.352523
6333479;32077185;Private room;15;Rudolfsheim-Fuenfhaus;1506;0;4.3;4.7;4.8;4.4;4.7;4.3;4.2;2;1;61;1;48.196778;16.32556
1587102;8059575;Entire home/apt;9;Alsergrund;903;46;3.8;5;4.9;4.3;4.2;4.7;4.9;4;2;175;2;48.216176;16.348978
2007070;10307692;Entire home/apt;15;Rudolfsheim-Fuenfhaus;1502;6;3.4;3.8;4.4;4.7;5;4.7;3.8;3;1;62;;48.199473;16.335564
1838221;2379486;Entire home/apt;7;Neubau;704;10;4.5;4.7;4.2;4.7;3.8;5;4;3;3;75;5;48.201064;16.343098
4010676;13980596;Entire home/apt;6;Mariahilf;602;1;4.8;4.9;4.6;4.3;4.6;4.2;4;2;0;34;10;48.195922;16.351655
3196711;9856298;Shared room;7;Neubau;702;1;2.4;3.8;2.9;5;4;4;4.6;2;1;38;1;48.200416;16.34955
311904;1100216;Entire home/apt;5;Margareten;502;13;3.4;3.9;3.5;5;4.9;4.3;5;5;1;68;2;48.183812;16.360403
6524701;34123784;Private room;14;Penzing;1403;0;3.8;4.1;3.9;4.3;4.6;4.7;3.7;2;1;87;1;48.188968;16.302887
1665747;2418146;Private room;20;Brigittenau;2003;27;2.6;3.9;4.2;4.4;4.7;3.6;4.8;3;1;50;2;48.229898;16.373599
1122675;3558704;Private room;16;Ottakring;1602;1;3.2;4.2;3.4;4.9;4.8;4.4;3.3;1;1;46;1;48.204825;16.331273
7161698;4229178;Entire home/apt;9;Alsergrund;903;0;2.1;4.2;4.2;4.1;4.5;4.8;4.7;;4;169;3;48.215616;16.344651
4401743;22849214;Entire home/apt;13;Hietzing;1305;4;4.6;4.4;4;4.9;4.7;4.8;3.4;4;2;136;1;48.179771;16.26697
4981555;13951194;Entire home/apt;1;Innere Stadt;105;1;4.6;4.3;2.8;4.6;5;4.9;4;2;0;136;1;48.214373;16.374139
5255238;27201141;Private room;5;Margareten;503;0;4;3.5;4;5;4;4.1;4.6;2;1;50;1;48.184967;16.355241
6406474;33414142;Private room;7;Neubau;704;4;3.9;4.5;4.6;4.2;4.3;4.9;4.9;2;1;51;1;48.20295;16.340789
3286666;11871698;Private room;17;Hernals;1702;0;4.5;4.2;3;4.8;4.7;4.4;3.2;3;1;29;1;48.216451;16.338288
3471434;10099727;Entire home/apt;4;Wieden;402;0;2.9;3.7;2.6;4.7;3.9;4.7;4.3;4;0;101;2;48.195699;16.371722
655525;3299876;Entire home/apt;4;Wieden;403;12;2.8;4.9;4.1;4.7;4.7;4.2;4.2;4;0;56;3;48.189945;16.363053
4877655;3604147;Private room;8;Josefstadt;802;0;2.5;3.8;4.4;4.6;3.6;4.6;4;2;1;28;3;48.206825;16.348721
3295152;9165185;Entire home/apt;3;Landstrasse;301;5;4.4;4.8;3.2;4.4;4.7;3.8;4.7;2;1;55;10;48.206365;16.392073
511170;2518319;Entire home/apt;19;Doebling;1908;0;2.2;4.9;4.4;4.1;5;4.6;4.2;3;1;77;1;48.241924;16.340954
1324547;2875926;Entire home/apt;7;Neubau;705;20;2.7;3.5;4.7;4.5;3.6;4.2;4.4;3;1;85;2;48.206178;16.345005
3980861;14635759;Entire home/apt;1;Innere Stadt;103;12;4.2;4.6;3.2;4.2;4.3;5;4.5;2;1;134;2;48.20383;16.370571
6203299;32171477;Entire home/apt;2;Leopoldstadt;207;0;4.9;4.2;3.3;4.3;3.8;4.2;4.1;5;2;89;;48.218998;16.40667
6755034;3127815;Entire home/apt;4;Wieden;402;0;2.8;4.9;3.2;5;4.7;4.8;4.8;2;1;96;1;48.190678;16.373789
3159902;4053187;Entire home/apt;8;Josefstadt;802;0;3.1;5;4.2;4.6;4.2;4.4;4.9;;6;282;7;48.207809;16.351156
3492861;9509302;Private room;15;Rudolfsheim-Fuenfhaus;1502;8;2;5;2.5;5;4.7;4.3;4.2;2;1;33;1;48.198309;16.333203
6448365;16920850;Entire home/apt;9;Alsergrund;905;0;3.2;4.2;3.6;4.1;4.2;4.4;4.3;;2;130;2;48.223843;16.357424
3797830;4430083;Entire home/apt;7;Neubau;704;8;2.1;4.1;4.8;4.1;5;3.9;4.7;4;1;67;2;48.203203;16.347744
2428463;9866079;Entire home/apt;10;Favoriten;1002;12;2.5;3.7;2.9;4.9;3.6;3.8;1.8;3;0;46;;48.173433;16.384717
6889203;2271419;Entire home/apt;10;Favoriten;1010;0;2.6;3.6;2.5;4;3.6;3.8;2.4;4;1;88;1;48.170892;16.366181
3253640;2418146;Entire home/apt;20;Brigittenau;2003;20;3.9;4.5;3.5;4.8;3.7;4.8;3.9;;3;111;2;48.229663;16.375365
686920;3505388;Entire home/apt;15;Rudolfsheim-Fuenfhaus;1502;8;3;4.9;4.2;4.8;4.3;4.5;4.8;3;1;78;1;48.19924;16.33553
6860674;1061382;Entire home/apt;2;Leopoldstadt;201;0;2.8;3.9;3.9;5;4.8;4.1;4.4;2;0;53;3;48.221946;16.395986
1952954;5585932;Shared room;10;Favoriten;1002;1;2.4;4.4;4.2;4.4;3.5;4.7;2.3;2;1;23;3;48.173299;16.39331
6483970;9309542;Entire home/apt;6;Mariahilf;602;0;3.9;4.6;4.5;4.7;4.5;4.7;5;2;1;101;2;48.190655;16.352093
5353580;27749167;Entire home/apt;2;Leopoldstadt;203;24;3.7;4.9;4.5;4.8;4.8;4.4;3.3;;3;136;1;48.218053;16.375324
3296354;13980596;Shared room;6;Mariahilf;602;0;3.7;3.6;4.6;4.5;5;4.7;4.7;1;1;26;1;48.195073;16.353724
716422;3082339;Entire home/apt;15;Rudolfsheim-Fuenfhaus;1507;10;4.6;4.9;3;4.5;3.8;4.6;4.9;2;1;66;3;48.200096;16.316835
6973265;19287407;Shared room;2;Leopoldstadt;207;0;2.2;3.6;4.5;4.3;4.1;3.8;3;2;1;34;1;48.219638;16.406633
6342775;29753016;Private room;3;Landstrasse;301;9;4;4.1;3.2;4.7;3.8;4.6;4.9;1;1;33;2;48.208295;16.390704
2076642;1005423;Entire home/apt;2;Leopoldstadt;206;11;4.3;4;4.1;4.8;3.8;4.1;3.7;3;0;56;2;48.203587;16.403505
5410106;9309542;Entire home/apt;7;Neubau;704;1;4.7;4.7;4.6;4.7;4.1;3.7;4.3;4;1;123;5;48.199513;16.341896
4620035;23909020;Private room;5;Margareten;503;2;5;3.7;4.1;4.6;4.8;4.4;4.6;2;1;55;1;48.187044;16.359626
2144131;3384215;Private room;5;Margareten;503;3;2.9;3.8;4.4;4.7;3.7;4.4;4.8;2;1;47;1;48.186931;16.355661
589140;2905872;Entire home/apt;2;Leopoldstadt;207;8;2.9;4.8;3.2;4;4.5;4.7;4;4;1;96;4;48.219235;16.405534
1172894;1643928;Entire home/apt;3;Landstrasse;301;45;2.4;4.3;3.4;4;4.5;4;5;4;1;59;1;48.207162;16.389548
6483717;8105468;Entire home/apt;9;Alsergrund;903;4;3.6;3.7;3.5;4.4;4.4;4.2;4.5;4;0;55;1;48.216316;16.34596
5706050;29582229;Entire home/apt;23;Liesing;2307;4;2.6;4.9;3.6;4.6;4.4;3.7;2.1;;2;113;2;48.139874;16.287822
2430051;12394887;Private room;10;Favoriten;1008;62;3.6;3.9;3.1;4.7;4.9;4.4;2.7;4;1;29;2;48.175566;16.355856
6094822;23606643;Entire home/apt;10;Favoriten;1002;0;4.2;4;3.8;4.1;3.5;4.1;4.7;4;0;102;1;48.174288;16.38275
7064023;21963288;Private room;12;Meidling;1202;0;3.3;3.8;4.6;4.3;4.7;4.8;3.1;1;1;23;7;48.18366;16.337383
2280142;11617980;Private room;12;Meidling;1210;1;3.1;4.3;3.8;4.4;3.7;4.5;4.5;2;1;14;5;48.162953;16.319544
570241;2805424;Entire home/apt;6;Mariahilf;602;14;2.6;3.5;4.9;5;4.7;4.8;4.7;;2;94;3;48.193703;16.353365
84310;460708;Entire home/apt;3;Landstrasse;301;9;4.4;4.3;2.6;4.3;4.9;3.6;4.1;;2;203;2;48.210691;16.388972
1996705;10247624;Entire home/apt;9;Alsergrund;902;5;4.5;4.6;5;4.6;4.7;3.7;4.9;2;1;75;1;48.224201;16.362703
999677;5495397;Entire home/apt;18;Waehring;1803;5;2;4.2;4.4;4.4;4;4.5;4.7;4;1;68;13;48.221193;16.340486
2849227;14571559;Entire home/apt;2;Leopoldstadt;203;0;4.2;4.8;3.7;4.7;4.5;4.8;4.9;2;1;136;1;48.220527;16.3716
1275059;5386437;Private room;17;Hernals;1702;3;4.5;3.6;5;5;4.1;4.6;3.8;1;1;40;20;48.216785;16.339182
1278595;6958146;Entire home/apt;4;Wieden;403;33;2.4;4.1;5;4.9;4.3;5;4.1;4;2;78;3;48.193274;16.365756
6935548;36361582;Private room;15;Rudolfsheim-Fuenfhaus;1503;0;3.8;3.9;3.9;4.4;3.6;4.5;3.4;2;1;40;1;48.19271;16.338142
